id,status,sub_status,created_at,operation_date,reference,full_name,courier,ID Envío,tracking
1503716,delivered,delivered,15/4/2020 9:33:37,15/4/2020,Shipit0669,Daniel Moreno,chilexpress,TEST169,712090413182
1503715,delivered,delivered,15/4/2020 9:33:36,15/4/2020,Shipit0670,Jose Luis Muñoz,chilexpress,TEST170,712090413134
1503714,delivered,delivered,15/4/2020 9:33:35,15/4/2020,Shipit0671,Francisco Javier Vazquez,chilexpress,TEST171,712090413156
1503713,delivered,delivered,15/4/2020 9:33:34,15/4/2020,Shipit0672,Carlos Gil,chilexpress,TEST172,712090413812
1503712,delivered,delivered,15/4/2020 9:33:33,15/4/2020,Shipit0673,Jesus Dominguez,chilexpress,TEST173,712090413510
1503711,delivered,delivered,15/4/2020 9:33:32,15/4/2020,Shipit0674,Alejandro Castro,chilexpress,TEST174,712090413296
1503710,delivered,delivered,15/4/2020 9:33:31,15/4/2020,Shipit0675,Miguel Ramos,chilexpress,TEST175,712090413101
1503709,delivered,delivered,15/4/2020 9:33:31,15/4/2020,Shipit0676,Jose Manuel Garcia,chilexpress,TEST176,712090413160
1503708,delivered,delivered,15/4/2020 9:33:30,15/4/2020,Shipit0677,Rafael Gonzalez,chilexpress,TEST177,712090413053
1503707,delivered,delivered,15/4/2020 9:33:29,15/4/2020,Shipit0678,Miguel Angel Fernandez,chilexpress,TEST178,712090413123
1503706,delivered,delivered,15/4/2020 9:33:28,15/4/2020,Shipit0679,Pedro Perez,chilexpress,TEST179,712090413090
1503705,delivered,delivered,15/4/2020 9:33:27,15/4/2020,Shipit0680,Angel Lopez,chilexpress,TEST180,712090413145
1503704,delivered,delivered,15/4/2020 9:33:26,15/4/2020,Shipit0681,Antonio Rodriguez,chilexpress,TEST181,712090413064
1503703,delivered,delivered,15/4/2020 9:33:25,15/4/2020,Shipit0682,Jose Martinez,chilexpress,TEST182,712090413112
1503448,delivered,delivered,15/4/2020 9:33:24,15/4/2020,Shipit0683,Manuel Sanchez,chilexpress,TEST183,712090381376
1503446,delivered,delivered,15/4/2020 9:33:24,15/4/2020,Shipit0684,Francisco Gomez,starken,TEST184,929616234
1503445,delivered,delivered,15/4/2020 9:33:23,15/4/2020,Shipit0685,David Alvarez,chilexpress,TEST185,712090381391
1503443,delivered,delivered,15/4/2020 9:33:22,15/4/2020,Shipit0686,Juan Martin,chilexpress,TEST186,712090381380
1503441,delivered,delivered,15/4/2020 9:33:21,15/4/2020,Shipit0687,Jose Antonio Diaz,chilexpress,TEST187,712090381365
1503440,delivered,delivered,15/4/2020 9:33:20,15/4/2020,Shipit0688,Javier Alonso,starken,TEST188,929616233
1503180,delivered,delivered,15/4/2020 9:33:19,15/4/2020,Shipit0689,Daniel Ruiz,starken,TEST189,929615059
1503179,delivered,delivered,15/4/2020 9:33:18,15/4/2020,Shipit0690,Jose Luis Hernandez,starken,TEST190,929615073
1503113,delivered,delivered,15/4/2020 9:33:18,15/4/2020,Shipit0691,Francisco Javier Gutierrez,chilexpress,TEST191,712090377854
1503112,delivered,delivered,15/4/2020 9:33:17,15/4/2020,Shipit0692,Carlos Blanco,chilexpress,TEST192,712090377810
1503111,delivered,delivered,15/4/2020 9:33:16,15/4/2020,Shipit0693,Jesus Jimenez,chilexpress,TEST193,712090377692
1501829,delivered,delivered,15/4/2020 9:33:15,15/4/2020,Shipit0694,Alejandro Moreno,starken,TEST194,929609363
1501828,delivered,delivered,15/4/2020 9:33:14,15/4/2020,Shipit0695,Miguel Muñoz,starken,TEST195,929609388
1501827,delivered,delivered,15/4/2020 9:33:13,15/4/2020,Shipit0696,Jose Manuel Vazquez,starken,TEST196,929609365
1501826,delivered,delivered,15/4/2020 9:33:12,15/4/2020,Shipit0697,Rafael Gil,starken,TEST197,929609364
1501778,delivered,delivered,15/4/2020 9:33:12,15/4/2020,Shipit0698,Miguel Angel Dominguez,chilexpress,TEST198,712090323313
1501777,delivered,delivered,15/4/2020 9:33:11,15/4/2020,Shipit0699,Pedro Garcia,chilexpress,TEST199,712090323291
1501776,delivered,delivered,15/4/2020 9:33:10,15/4/2020,Shipit0700,Angel Gonzalez,chilexpress,TEST200,712090323280
1501775,delivered,delivered,15/4/2020 9:33:09,15/4/2020,Shipit0701,Antonio Fernandez,chilexpress,TEST201,712090323276
1501774,delivered,delivered,15/4/2020 9:33:08,15/4/2020,Shipit0702,Jose Perez,chilexpress,TEST202,712090323265
1501773,delivered,delivered,15/4/2020 9:33:07,15/4/2020,Shipit0703,Manuel Lopez,chilexpress,TEST203,712090323254
1501772,delivered,delivered,15/4/2020 9:33:06,15/4/2020,Shipit0704,Francisco Rodriguez,chilexpress,TEST204,712090323243
1501771,delivered,delivered,15/4/2020 9:33:05,15/4/2020,Shipit0705,David Martinez,chilexpress,TEST205,712090323232
1501770,delivered,delivered,15/4/2020 9:33:05,15/4/2020,Shipit0706,Juan Sanchez,chilexpress,TEST206,712090323221
1501769,delivered,delivered,15/4/2020 9:33:04,15/4/2020,Shipit0707,Jose Antonio Gomez,chilexpress,TEST207,712090323210
1501768,delivered,delivered,15/4/2020 9:33:03,15/4/2020,Shipit0708,Javier Alvarez,chilexpress,TEST208,712090323206
1501767,delivered,delivered,15/4/2020 9:33:02,15/4/2020,Shipit0709,Daniel Martin,chilexpress,TEST209,712090323195
1501766,delivered,delivered,15/4/2020 9:33:01,15/4/2020,Shipit0710,Jose Luis Diaz,chilexpress,TEST210,712090323162
1501765,delivered,delivered,15/4/2020 9:33:00,15/4/2020,Shipit0711,Francisco Javier Alonso,chilexpress,TEST211,712090323151
1501764,delivered,delivered,15/4/2020 9:32:59,15/4/2020,Shipit0712,Carlos Ruiz,chilexpress,TEST212,712090323140
1501763,delivered,delivered,15/4/2020 9:32:59,15/4/2020,Shipit0713,Jesus Hernandez,chilexpress,TEST213,712090323136
1501762,delivered,delivered,15/4/2020 9:32:58,15/4/2020,Shipit0714,Alejandro Gutierrez,chilexpress,TEST214,712090323114
1501761,delivered,delivered,15/4/2020 9:32:57,15/4/2020,Shipit0715,Miguel Blanco,chilexpress,TEST215,712090323125
1501760,delivered,delivered,15/4/2020 9:32:56,15/4/2020,Shipit0716,Jose Manuel Jimenez,chilexpress,TEST216,712090323103
1501758,delivered,delivered,15/4/2020 9:32:55,15/4/2020,Shipit0717,Rafael Moreno,starken,TEST217,929609330
1501757,delivered,delivered,15/4/2020 9:32:54,15/4/2020,Shipit0718,Miguel Angel Muñoz,starken,TEST218,929609312
1501756,delivered,delivered,15/4/2020 9:32:53,15/4/2020,Shipit0719,Pedro Vazquez,starken,TEST219,929609329
1501755,delivered,delivered,15/4/2020 9:32:53,15/4/2020,Shipit0720,Angel Gil,starken,TEST220,929609311
1501754,delivered,delivered,15/4/2020 9:32:52,15/4/2020,Shipit0721,Antonio Dominguez,starken,TEST221,929609328
1501753,delivered,delivered,15/4/2020 9:32:51,15/4/2020,Shipit0722,Jose Castro,starken,TEST222,929609327
1501752,delivered,delivered,15/4/2020 9:32:50,15/4/2020,Shipit0723,Manuel Ramos,starken,TEST223,929609306
1501751,delivered,delivered,15/4/2020 9:32:49,15/4/2020,Shipit0724,Francisco Garcia,starken,TEST224,929609305
1501750,delivered,delivered,15/4/2020 9:32:48,15/4/2020,Shipit0725,David Gonzalez,starken,TEST225,929609304
1501749,delivered,delivered,15/4/2020 9:32:47,15/4/2020,Shipit0726,Juan Fernandez,starken,TEST226,929609310
1501748,delivered,delivered,15/4/2020 9:32:46,15/4/2020,Shipit0727,Jose Antonio Perez,starken,TEST227,929609309
1501747,delivered,delivered,15/4/2020 9:32:46,15/4/2020,Shipit0728,Javier Lopez,starken,TEST228,929609307
1501746,delivered,delivered,15/4/2020 9:32:45,15/4/2020,Shipit0729,Daniel Rodriguez,starken,TEST229,929609303
1501745,delivered,delivered,15/4/2020 9:32:44,15/4/2020,Shipit0730,Jose Luis Martinez,starken,TEST230,929609302
1501744,delivered,delivered,14/4/2020 9:32:44,14/4/2020,Shipit0731,Francisco Javier Sanchez,starken,TEST231,929609286
1501743,delivered,delivered,14/4/2020 9:32:43,14/4/2020,Shipit0732,Carlos Gomez,starken,TEST232,929609301
1501742,delivered,delivered,14/4/2020 9:32:42,14/4/2020,Shipit0733,Jesus Alvarez,starken,TEST233,929609300
1501741,delivered,delivered,14/4/2020 9:32:41,14/4/2020,Shipit0734,Alejandro Martin,starken,TEST234,929609299
1501740,delivered,delivered,14/4/2020 9:32:40,14/4/2020,Shipit0735,Miguel Diaz,starken,TEST235,929609298
1501739,delivered,delivered,14/4/2020 9:32:40,14/4/2020,Shipit0736,Jose Manuel Alonso,starken,TEST236,929609285
1501738,delivered,delivered,14/4/2020 9:32:39,14/4/2020,Shipit0737,Rafael Ruiz,starken,TEST237,929609297
1501737,delivered,delivered,14/4/2020 9:32:38,14/4/2020,Shipit0738,Miguel Angel Hernandez,starken,TEST238,929609284
1501736,delivered,delivered,14/4/2020 9:32:37,14/4/2020,Shipit0739,Pedro Gutierrez,starken,TEST239,929609281
1501735,delivered,delivered,14/4/2020 9:32:36,14/4/2020,Shipit0740,Angel Blanco,starken,TEST240,929609280
1501734,delivered,delivered,14/4/2020 9:32:35,14/4/2020,Shipit0741,Antonio Jimenez,starken,TEST241,929609296
1501733,delivered,delivered,14/4/2020 9:32:34,14/4/2020,Shipit0742,Jose Moreno,starken,TEST242,929609295
1501732,delivered,delivered,14/4/2020 9:32:34,14/4/2020,Shipit0743,Manuel Muñoz,starken,TEST243,929609294
1501731,delivered,delivered,14/4/2020 9:32:33,14/4/2020,Shipit0744,Francisco Vazquez,starken,TEST244,929609279
1501730,delivered,delivered,14/4/2020 9:32:32,14/4/2020,Shipit0745,David Gil,starken,TEST245,929609278
1501729,delivered,delivered,14/4/2020 9:32:31,14/4/2020,Shipit0746,Juan Dominguez,starken,TEST246,929609293
1501728,delivered,delivered,14/4/2020 9:32:30,14/4/2020,Shipit0747,Jose Antonio Castro,starken,TEST247,929609277
1501727,delivered,delivered,14/4/2020 9:32:29,14/4/2020,Shipit0748,Javier Ramos,starken,TEST248,929609276
1501726,delivered,delivered,14/4/2020 9:32:28,14/4/2020,Shipit0749,Daniel Garcia,starken,TEST249,929609292
1501725,delivered,delivered,14/4/2020 9:32:27,14/4/2020,Shipit0750,Jose Luis Gonzalez,starken,TEST250,929609291
1501724,delivered,delivered,14/4/2020 9:32:27,14/4/2020,Shipit0751,Francisco Javier Fernandez,starken,TEST251,929609290
1501723,delivered,delivered,14/4/2020 9:32:26,14/4/2020,Shipit0752,Carlos Perez,starken,TEST252,929609289
1501722,delivered,delivered,14/4/2020 9:32:25,14/4/2020,Shipit0753,Jesus Lopez,starken,TEST253,929609275
1501721,delivered,delivered,14/4/2020 9:32:24,14/4/2020,Shipit0754,Alejandro Rodriguez,starken,TEST254,929609288
1501720,delivered,delivered,14/4/2020 9:32:23,14/4/2020,Shipit0755,Miguel Martinez,starken,TEST255,929609274
1501719,delivered,delivered,14/4/2020 9:32:22,14/4/2020,Shipit0756,Jose Manuel Sanchez,starken,TEST256,929609287
1501718,delivered,delivered,14/4/2020 9:32:21,14/4/2020,Shipit0757,Rafael Gomez,starken,TEST257,929609266
1501717,delivered,delivered,14/4/2020 9:32:21,14/4/2020,Shipit0758,Miguel Angel Alvarez,starken,TEST258,929609273
1501716,delivered,delivered,14/4/2020 9:32:20,14/4/2020,Shipit0759,Pedro Martin,starken,TEST259,929609272
1501715,delivered,delivered,14/4/2020 9:32:19,14/4/2020,Shipit0760,Angel Diaz,starken,TEST260,929609265
1501714,delivered,delivered,14/4/2020 9:32:18,14/4/2020,Shipit0761,Antonio Alonso,starken,TEST261,929609282
1501713,delivered,delivered,14/4/2020 9:32:17,14/4/2020,Shipit0762,Jose Ruiz,starken,TEST262,929609264
1501712,delivered,delivered,14/4/2020 9:32:16,14/4/2020,Shipit0763,Manuel Hernandez,starken,TEST263,929609269
1501711,delivered,delivered,14/4/2020 9:32:15,14/4/2020,Shipit0764,Francisco Gutierrez,starken,TEST264,929609263
1501710,delivered,delivered,14/4/2020 9:32:14,14/4/2020,Shipit0765,David Blanco,starken,TEST265,929609268
1501709,delivered,delivered,14/4/2020 9:32:14,14/4/2020,Shipit0766,Juan Jimenez,starken,TEST266,929609267
1501708,delivered,delivered,14/4/2020 9:32:13,14/4/2020,Shipit0767,Jose Antonio Moreno,starken,TEST267,929609262
1501707,delivered,delivered,14/4/2020 9:32:12,14/4/2020,Shipit0768,Javier Muñoz,starken,TEST268,929609261
1501706,delivered,delivered,14/4/2020 9:32:11,14/4/2020,Shipit0769,Daniel Vazquez,starken,TEST269,929609260
1501705,delivered,delivered,14/4/2020 9:32:10,14/4/2020,Shipit0770,Jose Luis Gil,starken,TEST270,929609246
1501704,delivered,delivered,14/4/2020 9:32:09,14/4/2020,Shipit0771,Francisco Javier Dominguez,starken,TEST271,929609259
1501703,delivered,delivered,14/4/2020 9:32:08,14/4/2020,Shipit0772,Carlos Castro,starken,TEST272,929609245
1501702,delivered,delivered,14/4/2020 9:32:08,14/4/2020,Shipit0773,Jesus Ramos,starken,TEST273,929609244
1501701,delivered,delivered,14/4/2020 9:32:07,14/4/2020,Shipit0774,Alejandro Garcia,starken,TEST274,929609243
1501700,delivered,delivered,14/4/2020 9:32:06,14/4/2020,Shipit0775,Miguel Gonzalez,starken,TEST275,929609343
1501699,delivered,delivered,14/4/2020 9:32:05,14/4/2020,Shipit0776,Jose Manuel Fernandez,starken,TEST276,929609258
1501698,delivered,delivered,14/4/2020 9:32:04,14/4/2020,Shipit0777,Rafael Perez,starken,TEST277,929609242
1501697,delivered,delivered,14/4/2020 9:32:03,14/4/2020,Shipit0778,Miguel Angel Lopez,starken,TEST278,929609257
1501696,delivered,delivered,14/4/2020 9:32:02,14/4/2020,Shipit0779,Pedro Rodriguez,starken,TEST279,929609256
1501694,delivered,delivered,14/4/2020 9:32:02,14/4/2020,Shipit0780,Angel Martinez,starken,TEST280,929609241
1501693,delivered,delivered,14/4/2020 9:32:01,14/4/2020,Shipit0781,Antonio Sanchez,starken,TEST281,929609255
1501692,delivered,delivered,14/4/2020 9:32:00,14/4/2020,Shipit0782,Jose Gomez,starken,TEST282,929609254
1501691,delivered,delivered,14/4/2020 9:31:59,14/4/2020,Shipit0783,Manuel Alvarez,starken,TEST283,929609240
1501690,delivered,delivered,14/4/2020 9:31:58,14/4/2020,Shipit0784,Francisco Martin,starken,TEST284,929609253
1501689,delivered,delivered,14/4/2020 9:31:57,14/4/2020,Shipit0785,David Diaz,starken,TEST285,929609252
1501688,delivered,delivered,14/4/2020 9:31:56,14/4/2020,Shipit0786,Juan Alonso,starken,TEST286,929609251
1501687,delivered,delivered,14/4/2020 9:31:55,14/4/2020,Shipit0787,Jose Antonio Ruiz,starken,TEST287,929609250
1501686,delivered,delivered,14/4/2020 9:31:55,14/4/2020,Shipit0788,Javier Hernandez,starken,TEST288,929609239
1501685,delivered,delivered,14/4/2020 9:31:54,14/4/2020,Shipit0789,Daniel Gutierrez,starken,TEST289,929609238
1501684,delivered,delivered,14/4/2020 9:31:53,14/4/2020,Shipit0790,Jose Luis Blanco,starken,TEST290,929609249
1501683,delivered,delivered,14/4/2020 9:31:52,14/4/2020,Shipit0791,Francisco Javier Jimenez,starken,TEST291,929609237
1501682,delivered,delivered,14/4/2020 9:31:51,14/4/2020,Shipit0792,Carlos Moreno,starken,TEST292,929609236
1501681,delivered,delivered,14/4/2020 9:31:50,14/4/2020,Shipit0793,Jesus Muñoz,starken,TEST293,929609235
1501680,delivered,delivered,14/4/2020 9:31:49,14/4/2020,Shipit0794,Alejandro Vazquez,starken,TEST294,929609247
1501679,delivered,delivered,14/4/2020 9:31:49,14/4/2020,Shipit0795,Miguel Gil,starken,TEST295,929609225
1501678,delivered,delivered,14/4/2020 9:31:48,14/4/2020,Shipit0796,Jose Manuel Dominguez,starken,TEST296,929609226
1501677,delivered,delivered,14/4/2020 9:31:47,14/4/2020,Shipit0797,Rafael Castro,starken,TEST297,929609234
1501676,delivered,delivered,14/4/2020 9:31:46,14/4/2020,Shipit0798,Miguel Angel Ramos,starken,TEST298,929609233
1501675,delivered,delivered,14/4/2020 9:31:45,14/4/2020,Shipit0799,Pedro Garcia,starken,TEST299,929609223
1501674,delivered,delivered,14/4/2020 9:31:44,14/4/2020,Shipit0800,Angel Gonzalez,starken,TEST300,929609231
1501673,delivered,delivered,14/4/2020 9:31:43,14/4/2020,Shipit0801,Antonio Fernandez,starken,TEST301,929609222
1501672,delivered,delivered,14/4/2020 9:31:43,14/4/2020,Shipit0802,Jose Perez,starken,TEST302,929609230
1501671,delivered,delivered,14/4/2020 9:31:42,14/4/2020,Shipit0803,Manuel Lopez,starken,TEST303,929609221
1501670,delivered,delivered,14/4/2020 9:31:41,14/4/2020,Shipit0804,Francisco Rodriguez,starken,TEST304,929609220
1501669,delivered,delivered,14/4/2020 9:31:40,14/4/2020,Shipit0805,David Martinez,starken,TEST305,929609229
1501668,delivered,delivered,14/4/2020 9:31:39,14/4/2020,Shipit0806,Juan Sanchez,starken,TEST306,929609219
1501667,delivered,delivered,14/4/2020 9:31:38,14/4/2020,Shipit0807,Jose Antonio Gomez,starken,TEST307,929609228
1501666,delivered,delivered,14/4/2020 9:31:37,14/4/2020,Shipit0808,Javier Alvarez,starken,TEST308,929609218
1501665,delivered,delivered,14/4/2020 9:31:36,14/4/2020,Shipit0809,Daniel Martin,starken,TEST309,929609217
1501664,delivered,delivered,14/4/2020 9:31:36,14/4/2020,Shipit0810,Jose Luis Diaz,starken,TEST310,929609227
1501663,delivered,delivered,14/4/2020 9:31:35,14/4/2020,Shipit0811,Francisco Javier Alonso,starken,TEST311,929609206
1501662,delivered,delivered,14/4/2020 9:31:34,14/4/2020,Shipit0812,Carlos Ruiz,starken,TEST312,929609216
1501661,delivered,delivered,14/4/2020 9:31:25,14/4/2020,Shipit0813,Jesus Hernandez,starken,TEST313,929609204
1501660,delivered,delivered,14/4/2020 9:31:24,14/4/2020,Shipit0814,Alejandro Gutierrez,starken,TEST314,929609203
1501659,delivered,delivered,14/4/2020 9:31:24,14/4/2020,Shipit0815,Miguel Blanco,starken,TEST315,929609202
1501658,delivered,delivered,14/4/2020 9:31:23,14/4/2020,Shipit0816,Jose Manuel Jimenez,starken,TEST316,929609201
1501656,delivered,delivered,14/4/2020 9:31:14,14/4/2020,Shipit0817,Rafael Moreno,starken,TEST317,929609200
1501655,delivered,delivered,14/4/2020 9:31:13,14/4/2020,Shipit0818,Miguel Angel Muñoz,starken,TEST318,929609215
1501654,delivered,delivered,14/4/2020 9:31:12,14/4/2020,Shipit0819,Pedro Vazquez,starken,TEST319,929609199
1501653,delivered,delivered,14/4/2020 9:31:11,14/4/2020,Shipit0820,Angel Gil,starken,TEST320,929609214
1501652,delivered,delivered,14/4/2020 9:31:11,14/4/2020,Shipit0821,Antonio Dominguez,starken,TEST321,929609197
1501651,delivered,delivered,14/4/2020 9:31:10,14/4/2020,Shipit0822,Jose Castro,starken,TEST322,929609322
1501650,delivered,delivered,14/4/2020 9:31:09,14/4/2020,Shipit0823,Manuel Ramos,starken,TEST323,929609313
1501649,delivered,delivered,14/4/2020 9:31:08,14/4/2020,Shipit0824,Francisco Garcia,starken,TEST324,929609314
1501648,delivered,delivered,14/4/2020 9:31:07,14/4/2020,Shipit0825,David Gonzalez,starken,TEST325,929609196
1501647,delivered,delivered,13/4/2020 9:31:07,13/4/2020,Shipit0826,Juan Fernandez,starken,TEST326,929609213
1501646,delivered,delivered,13/4/2020 9:31:06,13/4/2020,Shipit0827,Jose Antonio Perez,starken,TEST327,929609212
1501645,delivered,delivered,13/4/2020 9:31:05,13/4/2020,Shipit0828,Javier Lopez,starken,TEST328,929609323
1501644,delivered,delivered,13/4/2020 9:31:05,13/4/2020,Shipit0829,Daniel Rodriguez,starken,TEST329,929609211
1501643,delivered,delivered,13/4/2020 9:31:04,13/4/2020,Shipit0830,Jose Luis Martinez,starken,TEST330,929609194
1501642,delivered,delivered,13/4/2020 9:31:03,13/4/2020,Shipit0831,Francisco Javier Sanchez,starken,TEST331,929609342
1501641,delivered,delivered,13/4/2020 9:31:02,13/4/2020,Shipit0832,Carlos Gomez,starken,TEST332,929609195
1501640,delivered,delivered,13/4/2020 9:31:01,13/4/2020,Shipit0833,Jesus Alvarez,starken,TEST333,929609334
1501639,delivered,delivered,13/4/2020 9:31:00,13/4/2020,Shipit0834,Alejandro Martin,starken,TEST334,929609321
1501638,delivered,delivered,13/4/2020 9:30:59,13/4/2020,Shipit0835,Miguel Diaz,starken,TEST335,929609210
1501637,delivered,delivered,13/4/2020 9:30:58,13/4/2020,Shipit0836,Jose Manuel Alonso,starken,TEST336,929609341
1501636,delivered,delivered,13/4/2020 9:30:58,13/4/2020,Shipit0837,Rafael Ruiz,starken,TEST337,929609209
1501635,delivered,delivered,13/4/2020 9:30:57,13/4/2020,Shipit0838,Miguel Angel Hernandez,starken,TEST338,929609340
1501634,delivered,delivered,13/4/2020 9:30:56,13/4/2020,Shipit0839,Pedro Gutierrez,starken,TEST339,929609208
1501633,delivered,delivered,13/4/2020 9:30:55,13/4/2020,Shipit0840,Angel Blanco,starken,TEST340,929609333
1501632,delivered,delivered,13/4/2020 9:30:54,13/4/2020,Shipit0841,Antonio Jimenez,starken,TEST341,929609316
1501631,delivered,delivered,13/4/2020 9:30:53,13/4/2020,Shipit0842,Jose Moreno,starken,TEST342,929609319
1501630,delivered,delivered,13/4/2020 9:30:52,13/4/2020,Shipit0843,Manuel Muñoz,starken,TEST343,929609339
1501629,delivered,delivered,13/4/2020 9:30:52,13/4/2020,Shipit0844,Francisco Vazquez,starken,TEST344,929609338
1501628,delivered,delivered,13/4/2020 9:30:51,13/4/2020,Shipit0845,David Gil,starken,TEST345,929609337
1501627,delivered,delivered,13/4/2020 9:30:50,13/4/2020,Shipit0846,Juan Dominguez,starken,TEST346,929609331
1501626,delivered,delivered,13/4/2020 9:30:49,13/4/2020,Shipit0847,Jose Antonio Castro,starken,TEST347,929609193
1501625,delivered,delivered,13/4/2020 9:30:48,13/4/2020,Shipit0848,Javier Ramos,starken,TEST348,929609332
1501624,delivered,delivered,13/4/2020 9:30:47,13/4/2020,Shipit0849,Daniel Garcia,starken,TEST349,929609315
1501623,delivered,delivered,13/4/2020 9:30:46,13/4/2020,Shipit0850,Jose Luis Gonzalez,starken,TEST350,929609318
1501622,delivered,delivered,13/4/2020 9:30:46,13/4/2020,Shipit0851,Francisco Javier Fernandez,starken,TEST351,929609192
1501621,delivered,delivered,13/4/2020 9:30:45,13/4/2020,Shipit0852,Carlos Perez,starken,TEST352,929609207
1501620,delivered,delivered,13/4/2020 9:30:44,13/4/2020,Shipit0853,Jesus Lopez,starken,TEST353,929609317
1501460,delivered,delivered,13/4/2020 9:30:43,13/4/2020,Shipit0854,Alejandro Rodriguez,starken,TEST354,929609028
1499339,delivered,delivered,13/4/2020 9:30:42,13/4/2020,Shipit0855,Miguel Martinez,starken,TEST355,929606042
1495125,delivered,delivered,13/4/2020 9:30:41,13/4/2020,Shipit0856,Jose Manuel Sanchez,starken,TEST356,929561004
1493995,delivered,delivered,13/4/2020 9:30:40,13/4/2020,Shipit0857,Rafael Gomez,starken,TEST357,929555319
1493994,delivered,delivered,13/4/2020 9:30:39,13/4/2020,Shipit0858,Miguel Angel Alvarez,starken,TEST358,929555317
1493993,delivered,delivered,13/4/2020 9:30:39,13/4/2020,Shipit0859,Pedro Martin,starken,TEST359,929555299
1493992,delivered,delivered,13/4/2020 9:30:38,13/4/2020,Shipit0860,Angel Diaz,starken,TEST360,929555316
1493991,delivered,delivered,13/4/2020 9:30:37,13/4/2020,Shipit0861,Antonio Alonso,starken,TEST361,929555315
1493990,delivered,delivered,13/4/2020 9:30:36,13/4/2020,Shipit0862,Jose Ruiz,starken,TEST362,929555318
1493989,delivered,delivered,13/4/2020 9:30:35,13/4/2020,Shipit0863,Manuel Hernandez,starken,TEST363,929555298
1493987,delivered,delivered,13/4/2020 9:30:34,13/4/2020,Shipit0864,Francisco Gutierrez,starken,TEST364,929555314
1493986,delivered,delivered,13/4/2020 9:30:33,13/4/2020,Shipit0865,David Blanco,starken,TEST365,929555312
1493985,delivered,delivered,13/4/2020 9:30:33,13/4/2020,Shipit0866,Juan Jimenez,starken,TEST366,929555297
1493984,delivered,delivered,13/4/2020 9:30:32,13/4/2020,Shipit0867,Jose Antonio Moreno,starken,TEST367,929555313
1493983,delivered,delivered,13/4/2020 9:30:31,13/4/2020,Shipit0868,Javier Muñoz,starken,TEST368,929555310
1493982,delivered,delivered,13/4/2020 9:30:30,13/4/2020,Shipit0869,Daniel Vazquez,starken,TEST369,929555311
1493981,delivered,delivered,13/4/2020 9:30:29,13/4/2020,Shipit0870,Jose Luis Gil,starken,TEST370,929555296
1493695,delivered,delivered,13/4/2020 9:30:28,13/4/2020,Shipit0871,Francisco Javier Dominguez,chilexpress,TEST371,712089842181
1493694,delivered,delivered,13/4/2020 9:30:27,13/4/2020,Shipit0872,Carlos Castro,chilexpress,TEST372,712089842170
1493693,delivered,delivered,13/4/2020 9:30:26,13/4/2020,Shipit0873,Jesus Ramos,chilexpress,TEST373,712089842273
1493692,delivered,delivered,13/4/2020 9:30:26,13/4/2020,Shipit0874,Alejandro Garcia,chilexpress,TEST374,712089842284
1493691,delivered,delivered,13/4/2020 9:30:25,13/4/2020,Shipit0875,Miguel Gonzalez,chilexpress,TEST375,712089842074
1493690,delivered,delivered,13/4/2020 9:30:24,13/4/2020,Shipit0876,Jose Manuel Fernandez,chilexpress,TEST376,712089842063
1493689,delivered,delivered,13/4/2020 9:30:23,13/4/2020,Shipit0877,Rafael Perez,chilexpress,TEST377,712089842133
1493688,delivered,delivered,13/4/2020 9:30:22,13/4/2020,Shipit0878,Miguel Angel Lopez,chilexpress,TEST378,712089842100
1493687,delivered,delivered,13/4/2020 9:30:21,13/4/2020,Shipit0879,Pedro Rodriguez,chilexpress,TEST379,712089842214
1493685,delivered,delivered,13/4/2020 9:30:20,13/4/2020,Shipit0880,Angel Martinez,chilexpress,TEST380,712089842122
1493684,delivered,delivered,13/4/2020 9:30:20,13/4/2020,Shipit0881,Antonio Sanchez,chilexpress,TEST381,712089842192
1493683,delivered,delivered,12/4/2020 9:30:20,12/4/2020,Shipit0882,Jose Gomez,chilexpress,TEST382,712089842096
1493682,delivered,delivered,12/4/2020 9:30:19,12/4/2020,Shipit0883,Manuel Alvarez,chilexpress,TEST383,712089842004
1493681,delivered,delivered,12/4/2020 9:30:18,12/4/2020,Shipit0884,Francisco Martin,chilexpress,TEST384,712089842111
1493680,delivered,delivered,12/4/2020 9:30:17,12/4/2020,Shipit0885,David Diaz,chilexpress,TEST385,712089842144
1493679,delivered,delivered,12/4/2020 9:30:08,12/4/2020,Shipit0886,Juan Alonso,chilexpress,TEST386,712089842052
1493678,delivered,delivered,12/4/2020 9:30:07,12/4/2020,Shipit0887,Jose Antonio Ruiz,chilexpress,TEST387,712089842203
1493677,delivered,delivered,12/4/2020 9:30:07,12/4/2020,Shipit0888,Javier Hernandez,chilexpress,TEST388,712089842041
1493676,delivered,delivered,12/4/2020 9:30:06,12/4/2020,Shipit0889,Daniel Gutierrez,chilexpress,TEST389,712089842262
1493675,delivered,delivered,12/4/2020 9:30:05,12/4/2020,Shipit0890,Jose Luis Blanco,chilexpress,TEST390,712089842030
1493674,delivered,delivered,12/4/2020 9:30:04,12/4/2020,Shipit0891,Francisco Javier Jimenez,chilexpress,TEST391,712089842026
1493673,delivered,delivered,12/4/2020 9:30:03,12/4/2020,Shipit0892,Carlos Moreno,chilexpress,TEST392,712089842015
1493672,delivered,delivered,12/4/2020 9:30:02,12/4/2020,Shipit0893,Jesus Muñoz,chilexpress,TEST393,712089842251
